dataset_file,column,description,unit_or_format,provenance_link
data/analysis_ready/meta_us_facility_year.csv,electricity_mwh,Operator-reported annual total-facility electricity in megawatt-hours.,MWh/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,withdrawal_ml,Operator-reported annual water withdrawal in megaliters.,ML/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,operator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,withdrawal_intensity_l_per_total_kwh,Study-derived withdrawal divided by total-facility electricity; not WUE.,L/total-facility kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,electricity_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,intensity_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,report_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,report_printed_page_electricity,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,report_printed_page_water,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,electricity_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
