category,value_mgd,record,series_type,source_ids,source_locators,scientific_boundary
Municipal beneficial reuse,25.44811421490313,2020-01-07,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.8306181010692,2020-01-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.982512634703387,2020-01-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,30.105565332400285,2020-01-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,22.457183210413472,2020-01-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,29.31130657978583,2020-01-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,21.593441949428552,2020-01-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,30.80445906279494,2020-01-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.354988119582433,2020-01-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,31.785579372066827,2020-01-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.119535899114513,2020-01-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.38239368257131,2020-01-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.449499165917825,2020-01-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.06404481217944,2020-01-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.76708341922048,2020-01-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.31085949069504,2020-01-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.42540352999744,2020-01-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.953563623717834,2020-01-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.27046266107898,2020-01-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.557034838462485,2020-01-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.852103813752144,2020-01-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.33399190236131,2020-01-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.622769945761668,2020-01-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.08657640232343,2020-01-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,26.27230774685551,2020-01-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.22844724064966,2020-01-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,26.142623516479137,2020-01-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.25257357433354,2020-01-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,26.120326829590443,2020-01-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.67200755789457,2020-01-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,26.52783175202564,2020-01-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.747433477692795,2020-01-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.706369188480572,2020-01-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.728307006694344,2020-01-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.73064268166483,2020-01-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.57824454853919,2020-01-25,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.765614087879527,2020-01-25,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.52525561725432,2020-01-26,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.814498543825422,2020-01-26,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.78010442585274,2020-01-27,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,26.022895881340087,2020-01-27,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.16322594195272,2020-01-28,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,26.35684642652332,2020-01-28,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
